# BUSCO version is: 5.4.3 
# The lineage dataset is: embryophyta_odb10 (Creation date: 2020-09-10, number of genomes: 50, number of BUSCOs: 1614)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
2at3193	Missing
5at3193	Missing
23at3193	Missing
79at3193	Missing
241at3193	Missing
255at3193	Missing
364at3193	Missing
438at3193	Missing
453at3193	Missing
469at3193	Missing
727at3193	Missing
827at3193	Missing
840at3193	Missing
938at3193	Missing
1073at3193	Missing
1171at3193	Missing
1259at3193	Missing
1332at3193	Missing
1388at3193	Missing
1440at3193	Missing
1521at3193	Missing
1578at3193	Missing
1589at3193	Missing
1664at3193	Missing
1816at3193	Missing
1822at3193	Missing
1914at3193	Missing
1916at3193	Missing
1998at3193	Missing
2028at3193	Missing
2050at3193	Missing
2203at3193	Missing
2325at3193	Missing
2329at3193	Missing
2653at3193	Missing
2661at3193	Missing
2694at3193	Missing
2770at3193	Missing
2834at3193	Missing
2844at3193	Missing
2884at3193	Missing
2921at3193	Missing
2926at3193	Missing
3052at3193	Missing
3082at3193	Missing
3272at3193	Missing
3288at3193	Missing
3322at3193	Missing
3441at3193	Missing
3493at3193	Missing
3595at3193	Missing
3662at3193	Missing
3704at3193	Missing
3755at3193	Missing
3935at3193	Missing
3941at3193	Missing
3942at3193	Missing
3971at3193	Missing
4051at3193	Missing
4115at3193	Missing
4251at3193	Missing
4343at3193	Missing
4349at3193	Missing
4482at3193	Missing
4483at3193	Missing
4547at3193	Missing
4582at3193	Missing
4678at3193	Missing
4777at3193	Missing
4892at3193	Missing
5135at3193	Missing
5232at3193	Missing
5261at3193	Missing
5306at3193	Missing
5602at3193	Missing
5603at3193	Missing
5727at3193	Missing
5761at3193	Missing
5793at3193	Missing
5796at3193	Missing
5849at3193	Missing
5868at3193	Missing
5921at3193	Missing
6095at3193	Missing
6114at3193	Missing
6319at3193	Missing
6412at3193	Missing
6430at3193	Missing
6485at3193	Missing
6707at3193	Missing
6756at3193	Missing
7170at3193	Missing
7277at3193	Missing
7476at3193	Missing
7510at3193	Missing
7511at3193	Missing
7542at3193	Missing
7552at3193	Missing
7852at3193	Missing
7936at3193	Missing
7942at3193	Missing
7975at3193	Missing
8030at3193	Missing
8229at3193	Missing
8339at3193	Missing
8341at3193	Missing
8477at3193	Missing
8566at3193	Missing
8731at3193	Missing
8828at3193	Missing
8939at3193	Missing
8953at3193	Missing
9250at3193	Missing
9385at3193	Missing
9443at3193	Missing
9466at3193	Missing
9508at3193	Missing
9727at3193	Missing
9734at3193	Missing
9962at3193	Missing
10289at3193	Missing
10307at3193	Missing
10341at3193	Missing
10362at3193	Missing
10429at3193	Missing
10454at3193	Missing
10535at3193	Missing
10651at3193	Missing
10797at3193	Missing
10850at3193	Missing
10856at3193	Missing
11121at3193	Missing
11361at3193	Missing
11471at3193	Missing
11532at3193	Missing
11560at3193	Missing
11585at3193	Missing
11903at3193	Missing
12298at3193	Missing
12299at3193	Missing
12350at3193	Missing
12643at3193	Missing
12744at3193	Missing
12893at3193	Missing
12903at3193	Missing
12990at3193	Missing
13044at3193	Missing
13120at3193	Missing
13163at3193	Missing
13313at3193	Missing
13359at3193	Missing
13414at3193	Missing
13438at3193	Missing
13495at3193	Missing
13740at3193	Missing
13964at3193	Missing
13979at3193	Missing
13985at3193	Missing
14027at3193	Missing
14087at3193	Missing
14127at3193	Missing
14136at3193	Missing
14163at3193	Missing
14585at3193	Missing
15047at3193	Missing
15187at3193	Missing
15195at3193	Missing
15224at3193	Missing
15229at3193	Missing
15289at3193	Missing
15318at3193	Missing
15405at3193	Missing
15419at3193	Missing
15522at3193	Missing
15843at3193	Missing
15862at3193	Missing
15951at3193	Missing
16160at3193	Missing
16216at3193	Missing
16253at3193	Missing
16286at3193	Missing
16351at3193	Missing
16550at3193	Missing
16671at3193	Missing
16810at3193	Missing
16901at3193	Missing
16977at3193	Missing
16984at3193	Missing
17077at3193	Missing
17159at3193	Missing
17217at3193	Missing
17535at3193	Missing
17581at3193	Missing
17627at3193	Missing
17647at3193	Missing
17679at3193	Missing
18005at3193	Missing
18144at3193	Missing
18146at3193	Missing
18255at3193	Missing
18305at3193	Missing
18334at3193	Missing
18435at3193	Missing
18590at3193	Missing
18595at3193	Missing
18614at3193	Missing
18641at3193	Missing
18777at3193	Missing
18890at3193	Missing
18970at3193	Missing
19019at3193	Missing
19068at3193	Missing
19243at3193	Missing
19287at3193	Missing
19370at3193	Missing
19402at3193	Missing
19439at3193	Missing
19475at3193	Missing
19641at3193	Missing
19696at3193	Missing
19846at3193	Missing
19854at3193	Missing
19858at3193	Missing
20132at3193	Missing
20290at3193	Missing
20475at3193	Missing
20489at3193	Missing
20942at3193	Missing
21033at3193	Missing
21064at3193	Missing
21074at3193	Missing
21096at3193	Missing
21627at3193	Missing
21634at3193	Missing
21793at3193	Missing
21795at3193	Missing
21873at3193	Missing
22385at3193	Missing
22441at3193	Missing
22695at3193	Missing
22723at3193	Missing
23032at3193	Missing
23064at3193	Missing
23203at3193	Missing
23420at3193	Missing
23529at3193	Missing
23608at3193	Missing
23743at3193	Missing
23795at3193	Missing
23870at3193	Missing
24102at3193	Missing
24280at3193	Missing
24314at3193	Missing
24580at3193	Missing
24602at3193	Missing
24748at3193	Missing
24820at3193	Missing
25025at3193	Missing
25035at3193	Missing
25169at3193	Missing
25353at3193	Missing
25450at3193	Missing
25535at3193	Missing
25543at3193	Missing
25549at3193	Missing
25602at3193	Missing
25760at3193	Missing
25883at3193	Missing
26025at3193	Missing
26282at3193	Missing
26318at3193	Missing
26386at3193	Missing
26417at3193	Missing
26497at3193	Missing
26586at3193	Missing
26756at3193	Missing
26776at3193	Missing
26794at3193	Missing
26815at3193	Missing
26824at3193	Missing
26847at3193	Missing
26860at3193	Missing
26980at3193	Missing
27037at3193	Missing
27315at3193	Missing
27435at3193	Missing
27492at3193	Missing
27663at3193	Missing
27702at3193	Missing
27725at3193	Missing
27810at3193	Missing
27877at3193	Missing
28014at3193	Missing
28151at3193	Missing
28171at3193	Missing
28384at3193	Missing
28608at3193	Missing
28757at3193	Missing
28825at3193	Missing
29036at3193	Missing
29083at3193	Missing
29166at3193	Missing
29931at3193	Missing
30065at3193	Missing
30083at3193	Missing
30808at3193	Missing
30814at3193	Missing
30899at3193	Missing
30989at3193	Missing
31075at3193	Missing
31083at3193	Missing
31335at3193	Missing
31425at3193	Fragmented	atg000181l	2	2037	-	319.5	235	https://www.orthodb.org/v10?query=31425at3193	Anoctamin
31508at3193	Missing
31517at3193	Missing
31559at3193	Missing
31765at3193	Missing
32024at3193	Missing
32093at3193	Missing
32138at3193	Missing
32371at3193	Missing
32377at3193	Missing
32563at3193	Missing
32798at3193	Missing
32854at3193	Missing
32900at3193	Missing
33003at3193	Missing
33414at3193	Missing
33439at3193	Missing
33440at3193	Missing
33695at3193	Missing
34076at3193	Missing
34144at3193	Missing
34445at3193	Missing
34701at3193	Missing
34990at3193	Missing
35121at3193	Missing
35505at3193	Missing
35691at3193	Missing
36014at3193	Missing
36036at3193	Missing
36176at3193	Missing
36488at3193	Missing
36991at3193	Missing
37049at3193	Missing
37262at3193	Missing
37298at3193	Missing
37412at3193	Missing
37548at3193	Missing
37588at3193	Missing
37755at3193	Missing
37839at3193	Missing
38010at3193	Missing
38027at3193	Missing
38226at3193	Missing
38404at3193	Missing
38539at3193	Missing
38669at3193	Missing
38784at3193	Missing
38883at3193	Missing
39058at3193	Missing
39247at3193	Missing
39795at3193	Missing
39922at3193	Missing
40093at3193	Missing
40169at3193	Missing
40197at3193	Missing
40351at3193	Missing
40517at3193	Missing
40592at3193	Missing
40659at3193	Missing
40669at3193	Missing
40708at3193	Missing
40803at3193	Missing
40809at3193	Missing
41007at3193	Missing
41334at3193	Missing
41344at3193	Missing
41601at3193	Missing
41955at3193	Missing
42058at3193	Missing
42242at3193	Missing
42345at3193	Missing
42368at3193	Missing
42564at3193	Missing
42581at3193	Missing
42644at3193	Missing
42802at3193	Missing
42938at3193	Missing
43116at3193	Missing
43206at3193	Missing
43212at3193	Missing
43431at3193	Missing
43535at3193	Missing
43587at3193	Missing
43595at3193	Missing
44042at3193	Missing
44473at3193	Missing
44486at3193	Missing
44542at3193	Missing
44590at3193	Missing
44817at3193	Missing
44833at3193	Missing
45013at3193	Missing
45095at3193	Missing
45207at3193	Missing
45227at3193	Missing
45375at3193	Missing
45799at3193	Missing
45818at3193	Missing
46068at3193	Missing
46074at3193	Missing
46145at3193	Missing
46242at3193	Missing
46320at3193	Missing
46404at3193	Missing
46642at3193	Missing
46855at3193	Missing
47066at3193	Missing
47174at3193	Missing
47240at3193	Missing
47310at3193	Missing
47493at3193	Missing
47494at3193	Missing
47507at3193	Missing
47597at3193	Missing
47650at3193	Missing
47754at3193	Missing
48106at3193	Missing
48428at3193	Missing
48502at3193	Missing
48546at3193	Missing
48588at3193	Missing
48921at3193	Missing
49273at3193	Missing
49334at3193	Missing
49491at3193	Missing
49704at3193	Missing
49808at3193	Missing
49937at3193	Missing
49953at3193	Missing
50631at3193	Missing
50679at3193	Missing
50762at3193	Missing
51046at3193	Missing
51155at3193	Missing
51348at3193	Missing
51536at3193	Missing
51562at3193	Missing
51745at3193	Missing
51750at3193	Missing
51868at3193	Missing
52194at3193	Missing
52234at3193	Missing
52464at3193	Missing
52497at3193	Missing
52743at3193	Missing
52804at3193	Missing
52837at3193	Missing
52839at3193	Missing
52897at3193	Missing
53003at3193	Missing
53100at3193	Missing
53517at3193	Missing
53741at3193	Missing
53767at3193	Missing
53773at3193	Missing
54177at3193	Missing
54535at3193	Missing
54563at3193	Missing
54569at3193	Missing
54696at3193	Missing
54799at3193	Missing
54811at3193	Missing
54858at3193	Missing
54907at3193	Missing
54931at3193	Missing
55141at3193	Missing
55426at3193	Missing
55477at3193	Missing
55581at3193	Missing
55863at3193	Missing
56051at3193	Missing
56205at3193	Missing
56251at3193	Missing
56324at3193	Missing
56328at3193	Missing
56338at3193	Missing
56560at3193	Missing
56606at3193	Missing
56690at3193	Missing
56819at3193	Missing
56881at3193	Missing
56979at3193	Missing
57149at3193	Missing
57296at3193	Missing
57372at3193	Missing
57821at3193	Missing
57933at3193	Missing
57984at3193	Missing
58192at3193	Missing
58217at3193	Missing
58430at3193	Missing
58451at3193	Missing
58480at3193	Missing
58847at3193	Missing
59153at3193	Missing
59251at3193	Missing
59331at3193	Missing
59418at3193	Missing
59555at3193	Missing
59621at3193	Missing
59659at3193	Missing
59885at3193	Missing
60079at3193	Missing
60224at3193	Missing
60384at3193	Missing
60445at3193	Missing
60563at3193	Missing
60794at3193	Missing
60903at3193	Missing
61155at3193	Missing
61358at3193	Missing
61517at3193	Missing
61714at3193	Missing
61850at3193	Missing
61944at3193	Missing
62081at3193	Missing
62306at3193	Missing
62651at3193	Missing
62699at3193	Missing
62741at3193	Missing
62778at3193	Missing
63082at3193	Missing
63156at3193	Missing
63167at3193	Missing
63302at3193	Missing
63493at3193	Missing
63577at3193	Missing
63615at3193	Missing
63780at3193	Missing
63805at3193	Missing
63808at3193	Missing
64104at3193	Missing
64471at3193	Missing
64632at3193	Missing
64817at3193	Missing
64833at3193	Missing
64856at3193	Missing
64974at3193	Missing
65268at3193	Missing
65741at3193	Missing
66247at3193	Missing
66400at3193	Missing
66547at3193	Missing
67201at3193	Missing
67266at3193	Missing
67313at3193	Missing
67480at3193	Missing
67617at3193	Missing
67674at3193	Missing
67893at3193	Missing
67959at3193	Missing
68087at3193	Missing
68203at3193	Missing
68266at3193	Missing
68623at3193	Missing
68670at3193	Missing
68859at3193	Missing
68939at3193	Missing
68974at3193	Missing
69003at3193	Missing
69167at3193	Missing
69301at3193	Missing
69326at3193	Missing
69605at3193	Missing
69714at3193	Missing
69847at3193	Missing
69936at3193	Missing
69954at3193	Missing
69965at3193	Missing
70084at3193	Missing
70127at3193	Missing
70143at3193	Missing
70315at3193	Missing
70703at3193	Missing
70994at3193	Missing
71031at3193	Missing
71151at3193	Missing
71201at3193	Missing
71446at3193	Missing
71451at3193	Missing
71522at3193	Missing
71677at3193	Missing
71815at3193	Missing
71882at3193	Missing
71903at3193	Missing
72057at3193	Missing
72305at3193	Missing
72585at3193	Missing
72717at3193	Missing
72761at3193	Missing
73081at3193	Missing
73273at3193	Missing
73541at3193	Missing
73618at3193	Missing
73780at3193	Missing
74386at3193	Missing
74392at3193	Missing
74779at3193	Missing
74804at3193	Missing
75037at3193	Missing
75056at3193	Missing
75306at3193	Missing
75478at3193	Missing
75587at3193	Missing
75849at3193	Missing
75889at3193	Missing
75948at3193	Missing
76286at3193	Missing
76409at3193	Missing
76452at3193	Missing
76478at3193	Missing
76489at3193	Missing
76571at3193	Missing
76883at3193	Missing
77054at3193	Missing
77167at3193	Missing
77313at3193	Missing
77611at3193	Missing
77626at3193	Missing
78057at3193	Missing
78142at3193	Missing
78511at3193	Missing
78556at3193	Missing
78590at3193	Missing
78718at3193	Missing
78788at3193	Missing
78898at3193	Missing
78967at3193	Missing
79010at3193	Missing
79083at3193	Missing
79088at3193	Missing
79128at3193	Missing
79244at3193	Missing
79579at3193	Missing
79662at3193	Missing
79699at3193	Missing
79718at3193	Missing
79821at3193	Missing
79885at3193	Missing
79981at3193	Missing
80109at3193	Missing
80337at3193	Missing
80545at3193	Missing
80733at3193	Missing
80815at3193	Missing
81165at3193	Missing
81311at3193	Missing
81321at3193	Missing
81514at3193	Missing
81539at3193	Missing
81543at3193	Missing
81612at3193	Missing
81710at3193	Missing
82610at3193	Missing
82631at3193	Missing
82758at3193	Missing
82968at3193	Missing
83115at3193	Missing
83379at3193	Missing
83962at3193	Missing
84005at3193	Missing
84352at3193	Missing
84368at3193	Missing
84405at3193	Missing
85146at3193	Missing
85274at3193	Missing
85324at3193	Missing
85331at3193	Missing
85573at3193	Missing
85636at3193	Missing
85734at3193	Missing
85842at3193	Missing
86302at3193	Missing
86444at3193	Missing
86510at3193	Missing
86708at3193	Missing
86832at3193	Missing
86917at3193	Missing
86989at3193	Missing
87022at3193	Missing
87062at3193	Missing
87297at3193	Missing
87393at3193	Missing
87440at3193	Missing
87523at3193	Missing
87537at3193	Missing
87607at3193	Missing
87655at3193	Missing
88005at3193	Missing
88077at3193	Missing
88195at3193	Missing
88591at3193	Missing
88714at3193	Missing
88949at3193	Missing
89010at3193	Missing
89076at3193	Missing
89100at3193	Missing
89187at3193	Missing
89263at3193	Missing
89474at3193	Missing
89563at3193	Missing
89599at3193	Missing
89615at3193	Missing
89638at3193	Missing
89669at3193	Missing
90102at3193	Missing
90324at3193	Missing
90343at3193	Missing
90458at3193	Missing
90464at3193	Missing
90521at3193	Missing
90780at3193	Missing
90799at3193	Missing
90833at3193	Missing
90842at3193	Missing
91048at3193	Missing
91062at3193	Missing
91082at3193	Missing
91089at3193	Missing
91220at3193	Missing
91256at3193	Missing
91402at3193	Missing
91508at3193	Missing
91520at3193	Missing
91585at3193	Missing
91629at3193	Missing
91873at3193	Missing
92093at3193	Missing
92112at3193	Missing
92128at3193	Missing
92659at3193	Missing
93645at3193	Missing
93783at3193	Missing
93984at3193	Missing
94214at3193	Missing
94219at3193	Missing
94362at3193	Missing
94503at3193	Missing
94735at3193	Missing
94908at3193	Missing
94986at3193	Missing
95104at3193	Missing
95114at3193	Missing
95185at3193	Missing
95481at3193	Missing
95793at3193	Missing
95831at3193	Missing
96092at3193	Missing
96112at3193	Missing
96118at3193	Missing
96192at3193	Missing
96292at3193	Missing
96469at3193	Missing
96478at3193	Missing
96574at3193	Missing
96689at3193	Missing
96694at3193	Missing
96825at3193	Missing
97073at3193	Missing
97239at3193	Missing
97542at3193	Missing
98055at3193	Missing
98429at3193	Missing
98952at3193	Missing
99032at3193	Missing
99077at3193	Missing
99091at3193	Missing
99095at3193	Missing
99227at3193	Missing
99337at3193	Missing
99358at3193	Missing
99652at3193	Missing
99659at3193	Missing
100198at3193	Missing
100457at3193	Missing
100472at3193	Missing
100558at3193	Missing
100693at3193	Missing
100769at3193	Missing
101239at3193	Missing
101336at3193	Missing
101442at3193	Missing
101630at3193	Missing
101735at3193	Missing
101744at3193	Missing
102036at3193	Missing
102127at3193	Missing
102301at3193	Missing
102315at3193	Missing
102381at3193	Missing
102439at3193	Missing
102462at3193	Missing
102470at3193	Missing
102538at3193	Missing
102565at3193	Missing
102703at3193	Missing
103054at3193	Missing
103151at3193	Missing
103261at3193	Missing
103320at3193	Missing
103418at3193	Missing
103454at3193	Missing
103458at3193	Missing
103929at3193	Missing
103930at3193	Missing
104085at3193	Missing
104170at3193	Missing
104226at3193	Missing
104357at3193	Missing
104849at3193	Missing
104863at3193	Missing
105038at3193	Missing
105152at3193	Missing
105160at3193	Missing
105366at3193	Missing
105380at3193	Missing
105405at3193	Missing
105470at3193	Missing
105656at3193	Missing
105662at3193	Missing
105974at3193	Missing
105993at3193	Missing
106160at3193	Missing
106163at3193	Missing
106389at3193	Missing
107444at3193	Missing
107992at3193	Missing
108122at3193	Missing
108382at3193	Missing
108586at3193	Missing
108646at3193	Missing
108706at3193	Missing
108895at3193	Missing
109071at3193	Missing
109096at3193	Missing
109325at3193	Missing
109328at3193	Missing
109341at3193	Missing
109364at3193	Missing
109394at3193	Missing
109434at3193	Missing
109474at3193	Missing
109552at3193	Missing
109810at3193	Missing
109837at3193	Missing
109987at3193	Missing
110023at3193	Missing
110118at3193	Missing
110122at3193	Missing
110411at3193	Missing
110615at3193	Missing
110617at3193	Missing
110810at3193	Missing
111086at3193	Missing
111334at3193	Missing
111422at3193	Missing
111493at3193	Missing
111634at3193	Missing
111709at3193	Missing
